,column,dtype,missing_count,missing_pct,mean,std,min,25%,median,75%,max,range_days,true_count,true_pct,false_count,false_pct
20,elix_deficiency_anemia,bool,0,0.0,,,,,,,,,226.0,2.23,9902.0,97.77
21,elix_metastatic_cancer,bool,0,0.0,,,,,,,,,604.0,5.96,9524.0,94.04
22,elix_cardiac_arrhythmia,bool,0,0.0,,,,,,,,,963.0,9.51,9165.0,90.49
23,elix_rheumatoid_arhritis,bool,0,0.0,,,,,,,,,430.0,4.25,9698.0,95.75
24,elix_diabetes_complicated,bool,0,0.0,,,,,,,,,321.0,3.17,9807.0,96.83
25,elix_diabetes_uncomplicated,bool,0,0.0,,,,,,,,,1315.0,12.98,8813.0,87.02
26,elix_congestive_heart_failure,bool,0,0.0,,,,,,,,,255.0,2.52,9873.0,97.48
27,elix_hypertension_complicated,bool,0,0.0,,,,,,,,,48.0,0.47,10080.0,99.53
28,elix_chronic_pulmonary_disease,bool,0,0.0,,,,,,,,,1325.0,13.08,8803.0,86.92
29,elix_solid_tumor_wo_metastasis,bool,0,0.0,,,,,,,,,852.0,8.41,9276.0,91.59
30,elix_hypertension_uncomplicated,bool,0,0.0,,,,,,,,,3789.0,37.41,6339.0,62.59
31,elix_other_neurological_disorder,bool,0,0.0,,,,,,,,,340.0,3.36,9788.0,96.64
32,elix_peripheral vascular_disorder,bool,0,0.0,,,,,,,,,398.0,3.93,9730.0,96.07
33,elix_pulmonary_circulation_disorder,bool,0,0.0,,,,,,,,,214.0,2.11,9914.0,97.89
34,elix_fluid_and_electrolyte_disorders,bool,0,0.0,,,,,,,,,164.0,1.62,9964.0,98.38
35,elix_peptic_ulcer_disease_excluding_bleeding,bool,0,0.0,,,,,,,,,229.0,2.26,9899.0,97.74
36,validation_cur_tobacco,bool,0,0.0,,,,,,,,,402.0,3.97,9726.0,96.03
37,validation_fmr_tobacco,bool,0,0.0,,,,,,,,,433.0,4.28,9695.0,95.72
38,shx_cervical_fusion,bool,0,0.0,,,,,,,,,323.0,3.19,9805.0,96.81
39,shx_cervical_surgery,bool,0,0.0,,,,,,,,,265.0,2.62,9863.0,97.38
40,shx_thoracolumbar_fusion,bool,0,0.0,,,,,,,,,374.0,3.69,9754.0,96.31
41,shx_thoracolumbar_surgery,bool,0,0.0,,,,,,,,,3268.0,32.27,6860.0,67.73
42,shx_unspecified_spine_fusion,bool,0,0.0,,,,,,,,,142.0,1.4,9986.0,98.6
43,shx_unspecified_spine_surgery,bool,0,0.0,,,,,,,,,1975.0,19.5,8153.0,80.5
44,lumbar_stenosis,bool,0,0.0,,,,,,,,,2712.0,26.78,7416.0,73.22
45,lumbar_spondy,bool,0,0.0,,,,,,,,,170.0,1.68,9958.0,98.32
46,lumbar_disc_disorders,bool,0,0.0,,,,,,,,,3833.0,37.85,6295.0,62.15
47,cervical_disc_diorders,bool,0,0.0,,,,,,,,,654.0,6.46,9474.0,93.54
48,cervical_stenosis,bool,0,0.0,,,,,,,,,235.0,2.32,9893.0,97.68
49,cervical_spondy,bool,0,0.0,,,,,,,,,2.0,0.02,10126.0,99.98
50,cervical_disc_herniation,bool,0,0.0,,,,,,,,,497.0,4.91,9631.0,95.09
51,lumbar_disc_herniation,bool,0,0.0,,,,,,,,,3098.0,30.59,7030.0,69.41
52,spine_preop_pseudoarthrosis_post_fusion,bool,0,0.0,,,,,,,,,0.0,0.0,10128.0,100.0
53,spine_preop_post_laminectomy_syndrome,bool,0,0.0,,,,,,,,,77.0,0.76,10051.0,99.24
54,preop_med_90days_ace_inhibitor,Int64,0,0.0,,,,,,,,,630.0,6.22,9498.0,93.78
55,preop_med_90days_arb,Int64,0,0.0,,,,,,,,,458.0,4.52,9670.0,95.48
56,preop_med_90days_antidepressant,Int64,0,0.0,,,,,,,,,865.0,8.54,9263.0,91.46
57,preop_med_90days_beta_2_agonist,Int64,0,0.0,,,,,,,,,908.0,8.97,9220.0,91.03
58,preop_med_90days_beta_blocker,Int64,0,0.0,,,,,,,,,3251.0,32.1,6877.0,67.9
59,preop_med_90days_benzodiazepine,Int64,0,0.0,,,,,,,,,3525.0,34.8,6603.0,65.2
60,preop_med_90days_immunosuppresant,Int64,0,0.0,,,,,,,,,5118.0,50.53,5010.0,49.47
61,preop_med_90days_nsaid,Int64,0,0.0,,,,,,,,,3440.0,33.97,6688.0,66.03
62,preop_med_90days_opioid,Int64,0,0.0,,,,,,,,,6030.0,59.54,4098.0,40.46
63,preop_med_90days_anti_psychotic,Int64,0,0.0,,,,,,,,,3465.0,34.21,6663.0,65.79
64,preop_med_90days_neuromodulator,Int64,0,0.0,,,,,,,,,1632.0,16.11,8496.0,83.89
65,preop_med_90days_biphosphonate,Int64,0,0.0,,,,,,,,,14.0,0.14,10114.0,99.86
66,preop_med_90days_loop_diuretic,Int64,0,0.0,,,,,,,,,157.0,1.55,9971.0,98.45
67,preop_med_90days_thiazide_diuretic,Int64,0,0.0,,,,,,,,,414.0,4.09,9714.0,95.91
68,preop_med_90days_cinacalcet,Int64,0,0.0,,,,,,,,,1.0,0.01,10127.0,99.99
69,preop_med_90days_insulin,Int64,0,0.0,,,,,,,,,354.0,3.5,9774.0,96.5
70,preop_med_90days_oral_diabetes,Int64,0,0.0,,,,,,,,,368.0,3.63,9760.0,96.37
71,preop_med_90days_calcium_supplement,Int64,0,0.0,,,,,,,,,1189.0,11.74,8939.0,88.26
72,preop_med_90days_vit_d_supplement,Int64,0,0.0,,,,,,,,,225.0,2.22,9903.0,97.78
73,OR_length_minutes,Int64,1,0.01,146.37681445640368,55.7172523883822,5,109,135.0,169,782,,,,,
74,cpt_multilevel,bool,0,0.0,,,,,,,,,2460.0,24.29,7668.0,75.71
75,cpt_instrumentation,bool,0,0.0,,,,,,,,,42.0,0.41,10086.0,99.59
76,cohort_query_microdisc,bool,0,0.0,,,,,,,,,7059.0,69.7,3069.0,30.3
77,anesthesia_type_General,Int64,72,0.71,,,,,,,,,10024.0,99.68,32.0,0.32
78,procedure_setting_Inpatient,Int64,1,0.01,,,,,,,,,6811.0,67.26,3316.0,32.74
79,High_Health_Utilizer,bool,0,0.0,,,,,,,,,2030.0,20.04,8098.0,79.96
